codigo;punto llenado;codigoTramo;DESCRIPCION;REGION;CENTROCOSTO;LONGITUDTRAMO;ANCHOTRAMO;AREAREGAR;DISTANCIALLENADO;FRECUENCIA;COMBINACIONPROPUESTA;CISTERNACAPACIDAD;TIPOPRODUCTO;NUMEROMES;NOMBREMES;DÍAS;PASOS;KMS VIAJE;EFICIENCIA;Combinacion;CAPACIDAD;VIAJES;KMSREGAR;KMSTRASLADO;KMSSUBTOTALES;KMSTOTALES;SEMANA;COORDINADOR;CABEZAL;COMBINACION;TRANSPORTE;COMBINACION NUMERICA
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 22;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 23;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 24;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 24;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 24;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 24;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 24;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 21;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 21;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;709;TRAMO EL APIPAL  4 CAMINOS;ORIENTE;A53200;3.18;8;0.026;46.65;1;2;8000;VINAZA;4;ABRIL;22;2.858;9.089;0.028;0.056;0.0896;0.291;9.089;13.576;22.665;22.665;SEMANA 21;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 6;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 7;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 8;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 8;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 8;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 8;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
2;FINCA ESLOVAQUIA;611;TRAMO COMUNIDAD LOS OLIVEROS  EL TIGRE;ORIENTE;A51000;8.6;10;0.43;5.46;5;2;8000;AGUA;12;DICIEMBRE;31;3.572;30.72;0.024;0.048;0.0768;5.599;153.6;30.571;184.171;184.171;SEMANA 8;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 4;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 3;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 5;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 6;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
1;INGENIO MAGDALENA;629;TRAMO FINCA LA ESTRELLITA  EL TIGRE;ORIENTE;A51000;7;10;0.07;71.5;1;2;8000;VINAZA;12;DICIEMBRE;31;3.572;25.004;0.028;0.056;0.0896;0.782;25.004;55.913;80.917;80.917;SEMANA 7;TORRE 1;RENTADO 4;DOBLE;RENTADO;2
